id,event,date,fighter_name,fighter_weight,fighter_height,fighter_reach,fighter_dob,fighter_kd_differential,fighter_str_differential,fighter_td_differential,fighter_sub_differential,fighter_winrate,fighter_winstreak,fighter_totalfights,fighter_totalwins,fighter_record,fighter_titlefights,fighter_opponentexp,opponent_name,opponent_weight,opponent_height,opponent_reach,opponent_dob,opponent_kd_differential,opponent_str_differential,opponent_td_differential,opponent_sub_differential,opponent_winrate,opponent_winstreak,opponent_totalfights,opponent_totalwins,opponent_record,opponent_titlefights,opponent_opponentexp,result,method,round,time
4969,UFC 267: Blachowicz vs. Teixeira,"Oct. 30, 2021",Hu Yaozong,185 lbs.,"6' 3""","72""","Apr 07, 1995",-0.5,-9,-2,0,0.0,0,2,0,3-3-0,0,0.16666666666666666,Andre Petroski,185 lbs.,"6' 0""","73""","Jun 12, 1991",0,15,4,1,1.0,1,1,1,10-2-0,0,0.4444444444444444,loss,SUB,3,4:46
4970,UFC Fight Night: Rodriguez vs. Stephens,"Sep. 21, 2019",Carlos Huachin,135 lbs.,"5' 4""","67""","Jun 04, 1996",-1,-39,0,-1,0.0,0,1,0,10-5-1,0,1.0,Jose Quinonez,135 lbs.,"5' 8""","69""","Jul 28, 1990",0,10.5,1.3333333333333333,-0.16666666666666666,0.6666666666666666,0,6,4,9-5-0,1,0.8333333333333333,loss,U-DEC,3,5:00
4971,UFC Fight Night: Cowboy vs. Gaethje,"Sep. 14, 2019",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,-19,-3,0,0.0,0,1,0,16-7-0,0,0.75,Kyle Prepolec,170 lbs.,"5' 10""","70""","Aug 30, 1989",0,-38,0,0,0.0,0,1,0,12-7-0,0,0.4375,win,U-DEC,3,5:00
4972,UFC 248: Adesanya vs. Romero,"Mar. 07, 2020",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,-6,0,0,0.5,1,2,1,16-7-0,0,0.375,Mark Madsen,155 lbs.,"5' 8""","72""","Sep 23, 1984",0,22,1,0,1.0,1,1,1,12-1-0,0,0.4375,loss,U-DEC,3,5:00
4973,UFC Fight Night: Blaydes vs. Volkov,"Jun. 20, 2020",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,4.666666666666667,-2.6666666666666665,0,0.3333333333333333,0,3,1,16-7-0,0,0.5833333333333334,Max Rohskopf,,,,,,,,,,,,,,,,win,KO/TKO,2,5:00
4974,UFC Fight Night: Munhoz vs. Edgar,"Aug. 22, 2020",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,13.75,-2.5,-0.25,0.5,1,4,2,16-7-0,0,0.4375,Joe Solecki,155 lbs.,"5' 9""","70""","Aug 27, 1993",0,28.5,2.5,0.5,1.0,2,2,2,13-3-0,0,0.4375,loss,SUB,1,3:51
4975,UFC Fight Night: Whittaker vs. Gastelum,"Apr. 17, 2021",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,10.2,-2,-0.4,0.4,0,5,2,16-7-0,0,0.55,Dakota Bush,,,,,,,,,,,,,,,,win,U-DEC,3,5:00
4976,UFC Fight Night: Cannonier vs. Gastelum,"Aug. 21, 2021",Austin Hubbard,155 lbs.,"5' 10""","71""","Dec 22, 1991",0,12.833333333333334,-1.6666666666666667,-0.3333333333333333,0.5,1,6,3,16-7-0,0,0.4583333333333333,Vinc Pichel,155 lbs.,"5' 10""","72""","Nov 23, 1982",0.125,10.375,0.875,-0.5,0.75,2,8,6,14-3-0,0,0.4375,loss,U-DEC,3,5:00
4977,UFC 67: All or Nothing,"Feb. 03, 2007",Roger Huerta,155 lbs.,"5' 9""","70""","May 20, 1983",0,33,6,-3,1.0,1,1,1,23-9-1 (1 NC),0,0.0,John Halverson,,,,,,,,,,,,,,,,win,KO/TKO,1,0:19
4978,UFC 69: Shootout,"Apr. 07, 2007",Roger Huerta,155 lbs.,"5' 9""","70""","May 20, 1983",0,22.5,3.5,-1.5,1.0,2,2,2,23-9-1 (1 NC),0,0.0,Leonard Garcia,,,,,,,,,,,,,,,,win,U-DEC,3,5:00
4979,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Jun. 23, 2007",Roger Huerta,155 lbs.,"5' 9""","70""","May 20, 1983",0,33.666666666666664,4.333333333333333,-1.6666666666666667,1.0,3,3,3,23-9-1 (1 NC),0,0.0,Doug Evans,,,,,,,,,,,,,,,,win,KO/TKO,2,3:30
4980,UFC 74: Respect,"Aug. 25, 2007",Roger Huerta,155 lbs.,"5' 9""","70""","May 20, 1983",0,28.75,2.25,-1.25,1.0,4,4,4,23-9-1 (1 NC),0,0.0,Alberto Crane,,,,,,,,,,,,,,,,win,KO/TKO,3,1:50
4981,UFC Fight Night: Diaz vs Guillard,"Sep. 16, 2009",Roger Huerta,155 lbs.,"5' 9""","70""","May 20, 1983",-0.14285714285714285,14.714285714285714,-0.2857142857142857,-0.8571428571428571,0.8571428571428571,0,7,6,23-9-1 (1 NC),0,0.19591836734693877,Gray Maynard,155 lbs.,"5' 9""","70""","May 09, 1979",0.3333333333333333,8.333333333333334,2.6666666666666665,0.6666666666666666,0.8333333333333334,5,6,5,13-7-1 (1 NC),0,0.2755952380952381,loss,S-DEC,3,5:00
4982,UFC 26: Ultimate Field Of Dreams,"Jun. 09, 2000",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",0,70,5,-1,1.0,1,1,1,45-9-0,0,0.0,Marcelo Aguiar,,,,,,,,,,,,,,,,win,KO/TKO,1,4:34
4983,UFC 29: Defense of the Belts,"Dec. 16, 2000",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",0,43,3.5,-0.5,1.0,2,2,2,45-9-0,0,0.0,Dennis Hallman,,,,,,,,,,,,,,,,loss,SUB,1,0:20
4984,UFC 34: High Voltage,"Nov. 02, 2001",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",0,29,2.6666666666666665,-0.6666666666666666,0.6666666666666666,0,3,2,45-9-0,0,0.0,Carlos Newton,170 lbs.,"5' 9""",--,"Aug 17, 1976",0.2857142857142857,-2.2857142857142856,0.14285714285714285,0.5714285714285714,0.7142857142857143,4,7,5,16-14-0,2,0.6283678978026804,win,KO/TKO,2,1:27
4985,UFC 36: Worlds Collide,"Mar. 22, 2002",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",0,23.25,3,-0.5,0.75,1,4,3,45-9-0,1,0.17857142857142858,Hayato Sakurai,168 lbs.,"5' 7""",--,"Aug 24, 1975",0,-42,1,-1,0.0,0,1,0,38-13-2,0,0.6283678978026804,win,KO/TKO,4,3:01
4986,UFC 38: Brawl at the Hall,"Jul. 13, 2002",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.2,24.8,4.2,-0.4,0.8,2,5,4,45-9-0,2,0.14285714285714285,Carlos Newton,170 lbs.,"5' 9""",--,"Aug 17, 1976",0.2222222222222222,-2.6666666666666665,-0.2222222222222222,0.5555555555555556,0.6666666666666666,1,9,6,16-14-0,3,0.6283678978026804,win,KO/TKO,4,3:37
4987,UFC 42: Sudden Impact,"Apr. 25, 2003",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.14285714285714285,28.571428571428573,3.7142857142857144,-0.2857142857142857,0.8571428571428571,4,7,6,45-9-0,4,0.2687074829931973,Sean Sherk,155 lbs.,"5' 6""","67""","Aug 05, 1973",0,9,4,0,1.0,3,3,3,36-4-1,0,0.6283678978026804,win,U-DEC,5,5:00
4988,UFC 45: Revolution,"Nov. 21, 2003",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.125,28.125,3.5,-0.25,0.875,5,8,7,45-9-0,5,0.3601190476190476,Frank Trigg,170 lbs.,"5' 9""","71""","May 07, 1972",1,28,0,-2,1.0,1,1,1,21-9-0,0,0.6283678978026804,win,SUB,1,3:54
4989,UFC 46: Supernatural,"Jan. 31, 2004",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.1111111111111111,25,3.111111111111111,-0.1111111111111111,0.8888888888888888,6,9,8,45-9-0,6,0.4312169312169312,BJ Penn,155 lbs.,"5' 9""","70""","Dec 13, 1978",0.25,16.125,0.75,-0.125,0.75,1,8,6,16-14-2,2,0.6283678978026804,loss,SUB,1,4:39
4990,UFC 48: Payback,"Jun. 19, 2004",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.1,21.2,2.8,-0.2,0.8,0,10,8,45-9-0,7,0.4630952380952381,Renato Verissimo,170 lbs.,"6' 1""",--,"Aug 03, 1973",0,18,1,1,1.0,1,1,1,7-5-0 (1 NC),0,0.6283678978026804,win,U-DEC,3,5:00
4991,UFC 50: The War Of '04,"Oct. 22, 2004",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.09090909090909091,19.636363636363637,2.8181818181818183,-0.45454545454545453,0.8181818181818182,1,11,9,45-9-0,7,0.511904761904762,Georges St-Pierre,185 lbs.,"5' 11""","76""","May 19, 1981",0.2857142857142857,17.714285714285715,2.142857142857143,-0.2857142857142857,1.0,7,7,7,26-2-0,0,0.6283678978026804,win,SUB,1,4:59
4992,UFC 52: Couture vs Liddell 2,"Apr. 16, 2005",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.08333333333333333,17.833333333333332,2.6666666666666665,-0.25,0.8333333333333334,2,12,10,45-9-0,8,0.5525793650793651,Frank Trigg,170 lbs.,"5' 9""","71""","May 07, 1972",0.25,19,0.25,-1.75,0.75,2,4,3,21-9-0,1,0.6283678978026804,win,SUB,1,4:05
4993,UFC 56: Full Force,"Nov. 19, 2005",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.15384615384615385,16.46153846153846,2.5384615384615383,-0.23076923076923078,0.8461538461538461,3,13,11,45-9-0,9,0.576007326007326,Joe Riggs,185 lbs.,"6' 0""","70""","Sep 23, 1982",0,13,0.3333333333333333,0,0.6666666666666666,1,3,2,44-17-0 (1 NC),0,0.6283678978026804,win,SUB,1,3:28
4994,UFC 63: Hughes vs Penn,"Sep. 23, 2006",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.13333333333333333,16.4,2.3333333333333335,0,0.8666666666666667,5,15,13,45-9-0,9,0.5969841269841271,BJ Penn,155 lbs.,"5' 9""","70""","Dec 13, 1978",0.21428571428571427,10.642857142857142,0.14285714285714285,0.14285714285714285,0.7142857142857143,0,14,10,16-14-2,3,0.6283678978026804,win,KO/TKO,3,3:53
4995,UFC 65: Bad Intentions,"Nov. 18, 2006",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.125,16.5,2.25,-0.125,0.875,6,16,14,45-9-0,10,0.6043154761904762,Georges St-Pierre,185 lbs.,"5' 11""","76""","May 19, 1981",0.15384615384615385,19.923076923076923,2,0.15384615384615385,0.9230769230769231,5,13,12,26-2-0,1,0.6283678978026804,loss,KO/TKO,2,1:25
4996,UFC 68: The Uprising,"Mar. 03, 2007",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.23529411764705882,13.470588235294118,2.0588235294117645,-0.11764705882352941,0.8235294117647058,0,17,14,45-9-0,11,0.6230661495367378,Chris Lytle,170 lbs.,"5' 11""","68""","Aug 18, 1974",0,4.888888888888889,-1.3333333333333333,1,0.4444444444444444,0,9,4,31-18-5,1,0.6283678978026804,win,U-DEC,3,5:00
4997,UFC 79: Nemesis,"Dec. 29, 2007",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.2222222222222222,13.166666666666666,2.0555555555555554,-0.1111111111111111,0.8333333333333334,1,18,15,45-9-0,11,0.6131427214760549,Georges St-Pierre,185 lbs.,"5' 11""","76""","May 19, 1981",0.125,19.625,1.75,0.4375,0.875,1,16,14,26-2-0,3,0.6283678978026804,loss,SUB,2,4:54
4998,UFC 98: Evans vs Machida,"May. 23, 2009",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.25,10.65,1.7,-0.25,0.75,0,20,15,45-9-0,12,0.6344673382173383,Matt Serra,170 lbs.,"5' 6""","68""","Jun 02, 1974",0.09090909090909091,-6.181818181818182,0.5454545454545454,0.45454545454545453,0.5454545454545454,0,11,6,11-7-0,3,0.6283678978026804,win,U-DEC,3,5:00
4999,UFC 123: Rampage vs Machida,"Nov. 20, 2010",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.13043478260869565,11.347826086956522,1.565217391304348,-0.17391304347826086,0.782608695652174,3,23,18,45-9-0,12,0.6232522308609265,BJ Penn,155 lbs.,"5' 9""","70""","Dec 13, 1978",0.2608695652173913,9.73913043478261,-0.043478260869565216,0.391304347826087,0.6521739130434783,0,23,15,16-14-2,11,0.6283678978026804,loss,KO/TKO,1,0:21
5000,UFC 135: Jones vs Rampage,"Sep. 24, 2011",Matt Hughes,170 lbs.,"5' 9""","73""","Oct 13, 1973",-0.16666666666666666,10.708333333333334,1.5,-0.16666666666666666,0.75,0,24,18,45-9-0,12,0.6244573009518662,Josh Koscheck,170 lbs.,"5' 10""","73""","Nov 30, 1977",0,-2.1666666666666665,1.5,-0.8888888888888888,0.7222222222222222,0,18,13,17-11-0,1,0.6283678978026804,loss,KO/TKO,1,4:59
5001,UFC Fight Night: Maia vs. Askren,"Oct. 26, 2019",Jeff Hughes,250 lbs.,"6' 2""","77""","May 17, 1988",0,9,0.3333333333333333,0,0.3333333333333333,0,3,1,10-4-0 (1 NC),0,0.5,Raphael Pessoa,262 lbs.,"6' 3""","78""","Mar 09, 1989",0,-8,0,-1,0.0,0,1,0,10-2-0,0,0.5,loss,U-DEC,3,5:00
5002,UFC Fight Night: Reyes vs. Prochazka,"May. 01, 2021",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",0,-32,-1,0,0.0,0,1,0,8-5-0,0,0.5833333333333334,Loma Lookboonmee,115 lbs.,"5' 1""","61""","Jan 18, 1996",0,31,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1,3,2,8-3-0,0,0.5357142857142857,loss,U-DEC,3,5:00
5003,UFC Fight Night: Vieira vs. Tate,"Nov. 20, 2021",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",0,-33.5,-2.5,0,0.0,0,2,0,8-5-0,0,0.625,Luana Pinheiro,115 lbs.,"5' 2""","62""","Nov 18, 1992",0.5,8.5,2.5,0,1.0,2,2,2,11-1-0,0,0.5357142857142857,loss,U-DEC,3,5:00
5004,UFC Fight Night: Luque vs. Muhammad,"Apr. 16, 2022",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",-0.3333333333333333,-24.666666666666668,-2.3333333333333335,-0.3333333333333333,0.0,0,3,0,8-5-0,0,0.75,Istela Nunes,115 lbs.,"5' 4""","66""","Jul 23, 1992",0,26,-5,-1,0.0,0,1,0,6-5-0 (1 NC),0,0.5357142857142857,win,M-DEC,3,5:00
5005,UFC Fight Night: Holm vs. Vieira,"May. 21, 2022",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",-0.25,-21.75,-1.25,-0.25,0.25,1,4,1,8-5-0,0,0.5625,Elise Reed,115 lbs.,"5' 3""","63""","Dec 05, 1992",0,-2.5,-2,0,0.5,1,2,1,7-3-0,0,0.5357142857142857,win,KO/TKO,3,3:52
5006,UFC Fight Night: Grasso vs. Araujo,"Oct. 15, 2022",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",-0.2,-12.2,-0.2,-0.2,0.4,2,5,2,8-5-0,0,0.55,Piera Rodriguez,115 lbs.,"5' 3""","63""","Nov 11, 1992",0,13,2,0,1.0,2,2,2,9-1-0,0,0.5357142857142857,loss,U-DEC,3,5:00
5007,UFC 287: Pereira vs. Adesanya 2,"Apr. 08, 2023",Sam Hughes,115 lbs.,"5' 5""","64""","Jun 28, 1992",-0.16666666666666666,-12.5,-1,-0.16666666666666666,0.3333333333333333,0,6,2,8-5-0,0,0.625,Jaqueline Amorim,,,,,,,,,,,,,,,,win,U-DEC,3,5:00
5008,Strikeforce Challengers 7,"Mar. 26, 2010",Abongo Humphrey,205 lbs.,"5' 11""",--,--,-1,-32,0,0,0.0,0,1,0,7-3-0,0,1.0,George Bush,,,,,,,,,,,,,,,,win,SUB,1,1:44
5009,Strikeforce Challengers 9,"Jul. 23, 2010",Abongo Humphrey,205 lbs.,"5' 11""",--,--,-0.5,-19.5,-1,0.5,0.5,1,2,1,7-3-0,0,0.5,Mike Kyle,205 lbs.,"6' 4""","77""","Mar 31, 1980",0.14285714285714285,-2,-0.7142857142857143,-0.42857142857142855,0.2857142857142857,0,7,2,22-14-1 (2 NC),0,0.59375,loss,SUB,2,3:28
5010,Strikeforce Challengers 13,"Jan. 07, 2011",Abongo Humphrey,205 lbs.,"5' 11""",--,--,-0.3333333333333333,-21.666666666666668,-0.3333333333333333,1.3333333333333333,0.3333333333333333,0,3,1,7-3-0,0,0.4583333333333333,Ovince Saint Preux,205 lbs.,"6' 3""","80""","Apr 08, 1983",1,41.5,-1,1.5,1.0,2,2,2,26-17-0,0,0.59375,loss,U-DEC,3,5:00
5011,UFC Fight Night: Brunson vs. Holland,"Mar. 20, 2021",Harry Hunsucker,205 lbs.,"6' 2""","75""","Jan 03, 1989",0,-6,-1,0,0.0,0,1,0,7-6-0,0,0.0,Tai Tuivasa,264 lbs.,"6' 2""","75""","Mar 16, 1993",0.14285714285714285,6.142857142857143,-1.1428571428571428,-0.14285714285714285,0.5714285714285714,1,7,4,15-5-0,0,0.3482142857142857,loss,KO/TKO,1,0:49
5012,UFC Fight Night: Lewis vs. Daukaus,"Dec. 18, 2021",Harry Hunsucker,205 lbs.,"6' 2""","75""","Jan 03, 1989",-0.5,-9,-0.5,0,0.0,0,2,0,7-6-0,0,0.2857142857142857,Justin Tafa,264 lbs.,"6' 0""","74""","Dec 13, 1993",0,-8.25,0,0,0.25,0,4,1,6-3-0 (1 NC),0,0.3482142857142857,loss,KO/TKO,1,1:53
5013,UFC 278: Usman vs. Edwards,"Aug. 20, 2022",Harry Hunsucker,205 lbs.,"6' 2""","75""","Jan 03, 1989",-0.6666666666666666,-6,-0.3333333333333333,0.3333333333333333,0.0,0,3,0,7-6-0,0,0.2738095238095238,Tyson Pedro,205 lbs.,"6' 3""","79""","Sep 17, 1991",0.14285714285714285,3.4285714285714284,-1,0.42857142857142855,0.5714285714285714,1,7,4,9-4-0,0,0.3482142857142857,loss,KO/TKO,1,1:05
5014,PRIDE Shockwave 2004,"Dec. 31, 2004",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0,-1,-0.5,-1.5,0.5,1,2,1,13-14-1 (1 NC),0,0.375,Wanderlei Silva,205 lbs.,"5' 11""","74""","Jul 03, 1976",0.391304347826087,14.91304347826087,-0.21739130434782608,0.21739130434782608,0.8260869565217391,8,23,19,35-13-1 (1 NC),6,0.6305396869644159,win,S-DEC,3,5:00
5015,PRIDE 31: Unbreakable,"Feb. 26, 2006",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.25,15,-2,-1.25,0.75,3,4,3,13-14-1 (1 NC),0,0.5872035573122529,Yosuke Nishijima,,,,,,,,,,,,,,,,win,KO/TKO,3,1:18
5016,PRIDE Total Elimination Absolute,"May. 05, 2006",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.6,26,-1.4,-0.8,0.8,4,5,4,13-14-1 (1 NC),0,0.4697628458498023,Tsuyoshi Kohsaka,225 lbs.,"5' 11""",--,"Mar 06, 1970",-0.125,-2.625,0.125,0.5,0.5,1,8,4,27-19-2,0,0.6305396869644159,win,KO/TKO,2,4:15
5017,DREAM 5: Lightweight Grand Prix 2008 Final Round,"Jul. 21, 2008",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.625,21.125,-1.25,-0.75,0.625,0,8,5,13-14-1 (1 NC),1,0.5561017786561264,Alistair Overeem,265 lbs.,"6' 4""","80""","May 17, 1980",0.15,11.05,0.45,0.35,0.6,2,20,12,47-19-0 (1 NC),0,0.6305396869644159,loss,SUB,1,1:11
5018,Dynamite!! 2008,"Dec. 31, 2008",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.5555555555555556,19.11111111111111,-1,-0.8888888888888888,0.5555555555555556,0,9,5,13-14-1 (1 NC),1,0.5630957609218478,Melvin Manhoef,185 lbs.,"5' 9""",--,"May 11, 1976",0.25,7,-0.25,-1,0.5,0,4,2,30-14-1 (2 NC),0,0.6305396869644159,loss,KO/TKO,1,0:18
5019,DREAM 9: Featherweight Grand Prix 2009 2nd Round,"May. 26, 2009",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.4,16.7,-0.9,-0.8,0.5,0,10,5,13-14-1 (1 NC),1,0.556786184829663,Gegard Mousasi,185 lbs.,"6' 2""","76""","Aug 01, 1985",0.25,17.166666666666668,-0.08333333333333333,0.16666666666666666,0.9166666666666666,8,12,11,42-6-2,1,0.6305396869644159,loss,SUB,1,1:19
5020,UFC 119: Mir vs Cro Cop,"Sep. 25, 2010",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.36363636363636365,14.727272727272727,-0.8181818181818182,-0.9090909090909091,0.45454545454545453,0,11,5,13-14-1 (1 NC),1,0.5895025922693906,Sean McCorkle,,,,,,,,,,,,,,,,loss,SUB,1,1:03
5021,UFC 127: Penn vs Fitch,"Feb. 26, 2011",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.3333333333333333,13.666666666666666,-0.6666666666666666,-1,0.4166666666666667,0,12,5,13-14-1 (1 NC),1,0.5403773762469414,Chris Tuchscherer,258 lbs.,"6' 2""","76""","Sep 08, 1975",-0.6666666666666666,-13.666666666666666,0,0,0.3333333333333333,0,3,1,21-4-0 (1 NC),0,0.6305396869644159,win,KO/TKO,2,1:41
5022,UFC 135: Jones vs Rampage,"Sep. 24, 2011",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.38461538461538464,13,-0.6923076923076923,-0.9230769230769231,0.46153846153846156,1,13,6,13-14-1 (1 NC),1,0.524450911407433,Ben Rothwell,265 lbs.,"6' 4""","78""","Oct 17, 1981",0.4,-4.2,-0.2,-0.4,0.8,1,10,8,39-14-0,0,0.6305396869644159,win,U-DEC,3,5:00
5023,UFC 144: Edgar vs Henderson,"Feb. 25, 2012",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.35714285714285715,14.071428571428571,-0.6428571428571429,-0.7857142857142857,0.5,2,14,7,13-14-1 (1 NC),1,0.544132989164045,Cheick Kongo,240 lbs.,"6' 4""","82""","May 17, 1975",0,21.333333333333332,-0.26666666666666666,-0.2,0.6666666666666666,2,15,10,27-10-2,0,0.6305396869644159,win,KO/TKO,1,2:11
5024,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.4,13.466666666666667,-0.6,-0.7333333333333333,0.5333333333333333,3,15,8,13-14-1 (1 NC),1,0.5523019009975532,Stefan Struve,265 lbs.,"6' 11""","84""","Feb 18, 1988",-0.25,-2.75,-0.16666666666666666,1.1666666666666667,0.75,4,12,9,33-13-0,0,0.6305396869644159,win,KO/TKO,3,1:44
5025,UFC Fight Night: Hunt vs Bigfoot,"Dec. 06, 2013",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.29411764705882354,10.588235294117647,-0.5294117647058824,-0.7058823529411765,0.5294117647058824,0,17,9,13-14-1 (1 NC),1,0.5843840302919586,Antonio Silva,264 lbs.,"6' 4""","82""","Sep 14, 1979",0.15384615384615385,1.6153846153846154,0.07692307692307693,0.38461538461538464,0.6923076923076923,0,13,9,19-12-1,1,0.6305396869644159,draw,M-DEC,5,5:00
5026,UFC Fight Night: Hunt vs Nelson,"Sep. 20, 2014",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.2777777777777778,10.333333333333334,-0.3888888888888889,-0.6666666666666666,0.5,0,18,9,13-14-1 (1 NC),1,0.5903797892928327,Roy Nelson,263 lbs.,"6' 0""","73""","Jun 20, 1976",0.35714285714285715,-24,-0.5,0.14285714285714285,0.5,1,14,7,22-14-0,1,0.6305396869644159,win,KO/TKO,2,3:00
5027,UFC 180: Werdum vs Hunt,"Nov. 15, 2014",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.3157894736842105,10.421052631578947,-0.42105263157894735,-0.631578947368421,0.5263157894736842,1,19,10,13-14-1 (1 NC),1,0.5856229582774205,Fabricio Werdum,231 lbs.,"6' 4""","77""","Jul 30, 1977",-0.09090909090909091,11.454545454545455,0.45454545454545453,0.7272727272727273,0.7727272727272727,4,22,17,24-9-1,0,0.6305396869644159,loss,KO/TKO,2,2:27
5028,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.3,9.35,-0.35,-0.6,0.5,0,20,10,13-14-1 (1 NC),2,0.5949781739999132,Stipe Miocic,240 lbs.,"6' 4""","80""","Aug 19, 1982",0.125,12.125,0.875,0,0.75,0,8,6,20-4-0,0,0.6305396869644159,loss,KO/TKO,5,2:47
5029,UFC 193: Rousey vs Holm,"Nov. 14, 2015",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.2857142857142857,5.095238095238095,-0.6190476190476191,-0.5714285714285714,0.47619047619047616,0,21,10,13-14-1 (1 NC),2,0.6023601657142029,Antonio Silva,264 lbs.,"6' 4""","82""","Sep 14, 1979",0.058823529411764705,-0.23529411764705882,-0.11764705882352941,0.29411764705882354,0.5882352941176471,1,17,10,19-12-1,1,0.6305396869644159,win,KO/TKO,1,3:41
5030,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.3181818181818182,5,-0.5909090909090909,-0.5454545454545454,0.5,1,22,11,13-14-1 (1 NC),2,0.6017181260961777,Frank Mir,264 lbs.,"6' 3""","79""","May 24, 1979",0.15384615384615385,-9.692307692307692,0.6153846153846154,0.7307692307692307,0.6153846153846154,0,26,16,18-11-0,5,0.6305396869644159,win,KO/TKO,1,3:01
5031,UFC 200: Tate vs Nunes,"Jul. 09, 2016",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.34782608695652173,5.086956521739131,-0.5652173913043478,-0.5217391304347826,0.5217391304347826,2,23,12,13-14-1 (1 NC),2,0.6023123212826315,Brock Lesnar,265 lbs.,"6' 3""","81""","Jul 12, 1977",-0.25,6.125,1.25,-0.125,0.625,0,8,5,5-3-0 (1 NC),4,0.6305396869644159,nc,Overturned,3,5:00
5032,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.3333333333333333,3.2916666666666665,-0.7083333333333334,-0.5,0.5,0,24,12,13-14-1 (1 NC),2,0.6032576412291885,Alistair Overeem,265 lbs.,"6' 4""","80""","May 17, 1980",0.2564102564102564,12.692307692307692,0.28205128205128205,0.28205128205128205,0.6666666666666666,0,39,26,47-19-0 (1 NC),3,0.6305396869644159,loss,KO/TKO,3,1:44
5033,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017",Mark Hunt,265 lbs.,"5' 10""","72""","Mar 23, 1974",0.28,1.8,-0.68,-0.48,0.48,0,25,12,13-14-1 (1 NC),2,0.606127335580021,Derrick Lewis,260 lbs.,"6' 3""","79""","Feb 07, 1985",0.09090909090909091,15.727272727272727,-1.6363636363636365,-0.18181818181818182,0.8181818181818182,6,11,9,27-11-0 (1 NC),0,0.6305396869644159,win,KO/TKO,4,3:51
